timestamps,humidity,temperature,12HrsHighTemp,12HrsHighHumid
1600060355.0,81.5,30.5,0,0
1600060655.0,80.9,30.6,0,0
1600060955.0,81.7,30.6,0,0
1600061255.0,78.7,30.6,0,0
1600061555.0,80.2,30.8,0,0
1600061855.0,81.5,30.9,0,0
1600062155.0,77.7,31.3,0,0
1600062455.0,76.3,31.7,0,0
1600062755.0,73.8,32.3,0,0
1600063055.0,73.9,32.6,0,0
1600063355.0,70.9,33.0,0,0
1600063655.0,73.3,33.2,0,0
1600063955.0,73.4,32.8,0,0
1600064255.0,76.0,32.3,0,0
1600064555.0,76.8,31.8,0,0
1600064855.0,77.5,31.4,0,0
1600065155.0,79.1,31.0,0,0
1600065455.0,79.2,30.8,0,0
1600065755.0,79.0,30.8,0,0
1600066055.0,81.3,30.9,0,0
1600066355.0,77.2,31.1,0,0
1600066655.0,76.7,31.4,0,0
1600066955.0,75.7,31.8,0,0
1600067255.0,74.8,32.0,0,0
1600067555.0,74.2,32.3,0,0
1600067855.0,73.9,32.4,0,0
1600068155.0,72.5,32.5,0,0
1600068455.0,73.0,32.4,0,0
1600068755.0,73.5,32.5,0,0
1600069055.0,72.8,32.2,0,0
1600069355.0,73.2,32.2,0,0
1600069655.0,72.0,32.0,0,0
1600069955.0,72.1,32.0,0,0
1600070255.0,71.5,31.7,0,0
1600070555.0,72.0,31.9,0,0
1600070855.0,68.9,32.3,0,0
1600071155.0,67.8,33.0,0,0
1600071455.0,67.1,33.4,0,0
1600071755.0,67.5,33.7,0,0
1600072055.0,66.1,33.8,0,0
1600072355.0,65.9,33.8,0,0
1600072655.0,65.7,33.8,0,0
1600072955.0,65.4,33.7,0,0
1600073255.0,65.8,33.6,0,0
1600073555.0,66.7,33.5,0,0
1600073855.0,66.95,33.4,0,0
1600074155.0,67.2,33.3,0,0
1600074455.0,66.7,33.1,0,0
1600074755.0,68.0,32.9,0,0
1600075055.0,68.3,32.7,0,0
1600075355.0,69.3,32.5,0,0
1600075655.0,70.5,32.3,0,0
1600075955.0,71.1,32.1,0,0
1600076255.0,72.0,32.0,0,0
1600076555.0,72.2,32.0,0,0
1600076855.0,71.8,31.9,0,0
1600077155.0,71.8,31.9,0,0
1600077455.0,71.8,31.9,0,0
1600077755.0,71.7,31.8,0,0
1600078055.0,71.3,31.7,0,0
1600078355.0,71.4,31.7,0,0
1600078655.0,71.2,31.7,0,0
1600078955.0,71.2,31.6,0,0
1600079255.0,71.0,31.6,0,0
1600079555.0,70.8,31.6,0,0
1600079855.0,70.8,31.5,0,0
1600080155.0,70.9,31.5,0,0
1600080455.0,70.6,31.4,0,0
1600080755.0,70.8,31.4,0,0
1600081055.0,70.6,31.4,0,0
1600081355.0,70.7,31.3,0,0
1600081655.0,70.8,31.3,0,0
1600081955.0,70.7,31.2,0,0
1600082255.0,71.0,31.2,0,0
1600082555.0,71.0,31.2,0,0
1600082855.0,70.6,31.1,0,0
1600083155.0,70.8,31.1,0,0
1600083455.0,71.0,31.1,0,0
1600083755.0,71.0,31.0,0,0
1600084055.0,70.8,31.0,0,0
1600084355.0,70.8,30.9,0,0
1600084655.0,70.8,30.9,0,0
1600084955.0,70.5,30.9,0,0
1600085255.0,70.7,30.9,0,0
1600085555.0,70.5,30.9,0,0
1600085855.0,70.6,30.9,0,0
1600086155.0,70.8,30.8,0,0
1600086455.0,70.8,30.8,0,0
1600086755.0,71.0,30.8,0,0
1600087055.0,71.1,30.7,0,0
1600087355.0,70.8,30.7,0,0
1600087656.0,70.8,30.7,0,0
1600087956.0,70.7,30.7,0,0
1600088256.0,70.7,30.6,0,0
1600088556.0,70.7,30.6,0,0
1600088856.0,70.8,30.5,0,0
