timestamps,humidity,temperature,12HrsHighTemp,12HrsHighHumid
1597827885.0,80.0,30.9,0,0
1597828185.0,80.4,31.0,0,0
1597828485.0,81.0,30.8,0,0
1597828784.0,82.0,30.6,0,0
1597829086.0,82.9,30.4,0,0
1597829384.0,83.7,30.3,0,0
1597829684.0,84.1,30.1,0,0
1597829983.0,84.0,30.1,0,0
1597830286.0,83.6,30.0,0,0
1597830583.0,83.3,30.0,0,0
1597830883.0,83.9,30.1,0,0
1597831183.0,83.2,30.1,0,0
1597831482.0,83.1,30.1,0,0
1597831782.0,82.3,30.1,0,0
1597832082.0,82.2,30.1,0,0
1597832382.0,82.0,30.1,0,0
1597832681.0,81.8,30.1,0,0
1597832981.0,81.5,30.1,0,0
1597833281.0,81.5,30.1,0,0
1597833581.0,81.6,30.1,0,0
1597833881.0,81.1,30.1,0,0
1597834180.0,81.0,30.1,0,0
1597834480.0,81.2,30.1,0,0
1597834780.0,81.1,30.1,0,0
1597835080.0,81.0,30.1,0,0
1597835380.0,80.8,30.1,0,0
1597835680.0,81.1,30.1,0,0
1597835980.0,80.6,30.1,0,0
1597836279.0,80.1,30.1,0,0
1597836579.0,80.1,30.1,0,0
1597836878.0,80.3,30.1,0,0
1597837178.0,80.0,30.1,0,0
1597837478.0,80.4,30.1,0,0
1597837778.0,80.5,30.1,0,0
1597838077.0,80.0,30.1,0,0
1597838377.0,80.4,30.0,0,0
1597838676.781955,80.33533834586467,30.00375939849624,0,0
1597838976.5639098,80.27067669172934,30.007518796992482,0,0
1597839276.3458648,80.20601503759399,30.01127819548872,0,0
1597839576.1278195,80.14135338345865,30.015037593984964,0,0
1597839875.9097745,80.07669172932331,30.018796992481203,0,0
1597840175.6917293,80.01203007518798,30.022556390977442,0,0
1597840475.4736843,79.94736842105263,30.026315789473685,0,0
1597840775.255639,79.8827067669173,30.030075187969924,0,0
1597841075.037594,79.81804511278196,30.033834586466167,0,0
1597841374.8195488,79.75338345864662,30.037593984962406,0,0
1597841674.6015038,79.68872180451129,30.041353383458645,0,0
