timestamps,humidity,temperature,12HrsHighTemp,12HrsHighHumid
1600175170.0,99.9,29.6,1,1
1600175470.0,99.9,29.7,1,1
1600175770.0,99.9,29.7,1,1
1600176070.0,99.9,29.6,1,1
1600176370.0,99.9,29.6,1,1
1600176670.0,99.9,29.6,1,1
1600176970.0,99.9,29.6,1,1
1600177270.0,99.9,29.6,1,1
1600177570.0,99.9,29.6,1,1
1600177870.0,99.9,29.6,1,1
1600178170.0,99.9,29.6,1,1
1600178470.0,99.9,29.6,1,1
1600178770.0,99.9,29.6,1,1
1600179070.0,99.9,29.5,1,1
1600179370.0,99.9,29.5,1,1
1600179670.0,99.9,29.5,1,1
1600179970.0,99.9,29.5,1,1
1600180270.0,99.9,29.5,1,1
1600180570.0,99.9,29.5,1,1
