0.000000000000000000e+00,7.179999999999999716e+01,3.050000000000000000e+01,2.850000000000000000e+02,1.710000000000000000e+02
0.000000000000000000e+00,7.070000000000000284e+01,3.080000000000000071e+01,5.866699999999999591e+02,1.720000000000000000e+02
0.000000000000000000e+00,6.920000000000000284e+01,3.110000000000000142e+01,3.183299999999999841e+02,1.730000000000000000e+02
0.000000000000000000e+00,6.909999999999999432e+01,3.130000000000000071e+01,1.975000000000000000e+02,1.740000000000000000e+02
0.000000000000000000e+00,6.900000000000000000e+01,3.139999999999999858e+01,2.091699999999999875e+02,1.750000000000000000e+02
0.000000000000000000e+00,6.879999999999999716e+01,3.150000000000000000e+01,2.191699999999999875e+02,1.760000000000000000e+02
0.000000000000000000e+00,6.890000000000000568e+01,3.169999999999999929e+01,2.366699999999999875e+02,1.770000000000000000e+02
0.000000000000000000e+00,6.840000000000000568e+01,3.180000000000000071e+01,2.533300000000000125e+02,1.780000000000000000e+02
0.000000000000000000e+00,6.820000000000000284e+01,3.200000000000000000e+01,2.575000000000000000e+02,1.790000000000000000e+02
0.000000000000000000e+00,6.759999999999999432e+01,3.220000000000000284e+01,2.758299999999999841e+02,1.800000000000000000e+02
0.000000000000000000e+00,6.670000000000000284e+01,3.239999999999999858e+01,2.883299999999999841e+02,1.810000000000000000e+02
0.000000000000000000e+00,6.900000000000000000e+01,3.260000000000000142e+01,3.033299999999999841e+02,1.820000000000000000e+02
0.000000000000000000e+00,7.029999999999999716e+01,3.270000000000000284e+01,3.366700000000000159e+02,1.830000000000000000e+02
0.000000000000000000e+00,6.609999999999999432e+01,3.239999999999999858e+01,3.558299999999999841e+02,1.840000000000000000e+02
0.000000000000000000e+00,6.870000000000000284e+01,3.220000000000000284e+01,3.683299999999999841e+02,1.850000000000000000e+02
0.000000000000000000e+00,6.879999999999999716e+01,3.210000000000000142e+01,3.833299999999999841e+02,1.860000000000000000e+02
0.000000000000000000e+00,6.879999999999999716e+01,3.220000000000000284e+01,4.008299999999999841e+02,1.870000000000000000e+02
0.000000000000000000e+00,6.829999999999999716e+01,3.229999999999999716e+01,4.108299999999999841e+02,1.880000000000000000e+02
0.000000000000000000e+00,6.859999999999999432e+01,3.239999999999999858e+01,1.700000000000000000e+02,1.890000000000000000e+02
0.000000000000000000e+00,6.890000000000000568e+01,3.239999999999999858e+01,1.775000000000000000e+02,1.900000000000000000e+02
0.000000000000000000e+00,6.929999999999999716e+01,3.250000000000000000e+01,1.825000000000000000e+02,1.910000000000000000e+02
0.000000000000000000e+00,6.800000000000000000e+01,3.250000000000000000e+01,1.908300000000000125e+02,1.920000000000000000e+02
0.000000000000000000e+00,6.820000000000000284e+01,3.260000000000000142e+01,1.933300000000000125e+02,1.930000000000000000e+02
0.000000000000000000e+00,6.829999999999999716e+01,3.270000000000000284e+01,1.991699999999999875e+02,1.940000000000000000e+02
0.000000000000000000e+00,6.759999999999999432e+01,3.289999999999999858e+01,2.058300000000000125e+02,1.950000000000000000e+02
0.000000000000000000e+00,6.959999999999999432e+01,3.310000000000000142e+01,2.133300000000000125e+02,1.960000000000000000e+02
0.000000000000000000e+00,6.929999999999999716e+01,3.310000000000000142e+01,2.158300000000000125e+02,1.970000000000000000e+02
0.000000000000000000e+00,6.900000000000000000e+01,3.300000000000000000e+01,2.216699999999999875e+02,1.980000000000000000e+02
0.000000000000000000e+00,7.009999999999999432e+01,3.300000000000000000e+01,2.325000000000000000e+02,1.990000000000000000e+02
0.000000000000000000e+00,7.040000000000000568e+01,3.300000000000000000e+01,2.466699999999999875e+02,2.000000000000000000e+02
0.000000000000000000e+00,7.029999999999999716e+01,3.289999999999999858e+01,2.358300000000000125e+02,2.010000000000000000e+02
0.000000000000000000e+00,7.159999999999999432e+01,3.270000000000000284e+01,2.541699999999999875e+02,2.020000000000000000e+02
0.000000000000000000e+00,7.240000000000000568e+01,3.250000000000000000e+01,2.550000000000000000e+02,2.030000000000000000e+02
0.000000000000000000e+00,7.179999999999999716e+01,3.239999999999999858e+01,2.591700000000000159e+02,2.040000000000000000e+02
0.000000000000000000e+00,7.250000000000000000e+01,3.239999999999999858e+01,2.583299999999999841e+02,2.050000000000000000e+02
0.000000000000000000e+00,7.229999999999999716e+01,3.245000000000000284e+01,1.966649999999999920e+02,9.999000000000000000e+03
0.000000000000000000e+00,7.209999999999999432e+01,3.250000000000000000e+01,1.350000000000000000e+02,2.070000000000000000e+02
0.000000000000000000e+00,7.190000000000000568e+01,3.239999999999999858e+01,1.575000000000000000e+02,2.080000000000000000e+02
0.000000000000000000e+00,7.290000000000000568e+01,3.239999999999999858e+01,2.516699999999999875e+02,2.090000000000000000e+02
0.000000000000000000e+00,7.440000000000000568e+01,3.210000000000000142e+01,2.933299999999999841e+02,2.100000000000000000e+02
0.000000000000000000e+00,7.440000000000000568e+01,3.200000000000000000e+01,2.825000000000000000e+02,2.110000000000000000e+02
0.000000000000000000e+00,7.520000000000000284e+01,3.200000000000000000e+01,9.832999999999999829e+01,2.120000000000000000e+02
0.000000000000000000e+00,7.470000000000000284e+01,3.180000000000000071e+01,1.425000000000000000e+02,2.130000000000000000e+02
0.000000000000000000e+00,7.509999999999999432e+01,3.160000000000000142e+01,3.016700000000000159e+02,2.140000000000000000e+02
0.000000000000000000e+00,7.609999999999999432e+01,3.160000000000000142e+01,2.858299999999999841e+02,2.150000000000000000e+02
0.000000000000000000e+00,7.559999999999999432e+01,3.169999999999999929e+01,2.616700000000000159e+02,2.160000000000000000e+02
0.000000000000000000e+00,7.640000000000000568e+01,3.169999999999999929e+01,2.516699999999999875e+02,2.170000000000000000e+02
0.000000000000000000e+00,7.570000000000000284e+01,3.180000000000000071e+01,2.875000000000000000e+02,2.180000000000000000e+02
0.000000000000000000e+00,7.350000000000000000e+01,3.189999999999999858e+01,2.966700000000000159e+02,2.190000000000000000e+02
