"1,256",0.05541957914829254,2.5929024901705566
"2,256",0.053493157029151917,3.1646852907946266
"3,256",0.05548384040594101,2.6100606684416143
"4,256",0.06236313655972481,2.7937262123349096
"5,256",0.05359645560383797,2.711311001148838
"6,256",0.06372558325529099,2.7210523915552254
"7,256",0.055928945541381836,2.57906041579739
"8,256",0.05286382883787155,2.634922071203854
"9,256",0.05904228240251541,2.763297146778705
"10,256",0.052692268043756485,2.6362153260861234
"mean,256",0.05646090768277645,2.720723301431184
