"1,512",0.08285167813301086,3.0392234391947395
"2,512",0.0578574500977993,2.96312782462013
"3,512",0.06119652837514877,2.7572428315370945
"4,512",0.06709720194339752,2.7355655701000825
"5,512",0.07234031707048416,2.9859983607006124
"6,512",0.05808550864458084,2.73101965811573
"7,512",0.07760938256978989,2.7727765840837013
"8,512",0.07629206031560898,2.6754518830403233
"9,512",0.05426900088787079,2.5108627721150203
"10,512",0.0522894524037838,2.7262632611233766
"mean,512",0.06598885804414749,2.789753218463081
