"1,256",0.07138113677501678,2.7644302859693104
"2,256",0.0763394683599472,3.1618466125409372
"3,256",0.05642780289053917,2.5487018826562955
"4,256",0.07325118035078049,2.54786525668014
"5,256",0.050803638994693756,2.7037814461834766
"6,256",0.04941372200846672,2.4555984926064185
"7,256",0.05462758615612984,2.468952006830695
"8,256",0.06188986077904701,2.950861485951996
"9,256",0.07844634354114532,2.722030103512658
"10,256",0.06903181225061417,2.7961260981648497
"mean,256",0.06416125521063805,2.712019367109678
