"1,128",0.06972339004278183,2.6570423265726943
"2,128",0.06955968588590622,2.8395767544589576
"3,128",0.07613188773393631,2.8913520300096125
"4,128",0.051432475447654724,2.6374577380807467
"5,128",0.06314919888973236,2.7486645638295113
"6,128",0.06710810959339142,2.6124972778986706
"7,128",0.06787465512752533,2.7034932691759725
"8,128",0.08325564861297607,2.8820197613741043
"9,128",0.07649625837802887,2.6973261647619085
"10,128",0.05496497452259064,2.538485037713228
"mean,128",0.06796962842345237,2.7207914923875403
